GID_0,year,rainy_months,stunting_rate,hot_months,rainy_months1,rainy_months2,hot_months1,hot_months2,GDP,laggedGDP,laggedGDP2
ZWE,2016,1,25.8,4,0,2,3,0,7.873985821,8.284246903,8.745304229
AGO,2017,1,36.1,2,1,1,6,2,10.01699591,9.831168609,9.122534471
BDI,2017,0,56.5,3,1,4,1,1,28.54664701,31.54433409,30.68083011
BEN,2017,2,32.7,2,0,1,3,2,28.48901653,27.7536355,26.39208509
BFA,2017,1,27.4,1,2,3,4,2,20.58558722,21.71471783,22.63307521
BWA,2017,2,23.6,2,2,0,5,5,1.843897077,1.97587615,1.940901212
CAF,2017,0,41.4,3,0,0,4,4,32.79017123,31.91899149,31.52738103
CIV,2017,1,22,4,0,0,5,3,18.73748665,19.74037037,18.36220725
CMR,2017,0,29.5,2,1,2,3,3,16.69294182,17.19266239,17.2094159
COD,2017,3,41.6,1,1,2,4,3,19.7026975,18.59975364,18.3703885
COG,2017,2,20.3,1,1,1,4,2,7.424713125,7.00769254,5.93644272
COM,2017,2,26.2,4,2,1,3,5,31.89888687,31.36847203,30.59862821
ERI,2017,0,50.2,6,1,0,4,6,NA,NA,NA
ETH,2017,2,38.2,6,2,0,5,7,33.77928067,34.6988796,36.05697539
GAB,2017,2,15.4,2,2,0,7,1,5.265764844,4.97313691,4.311629044
GHA,2017,1,17,2,1,0,3,3,19.56170972,20.84429315,19.9826507
GIN,2017,1,31.5,4,2,1,6,3,20.52847253,17.58994666,18.47824205
GMB,2017,1,18.8,4,1,2,4,1,21.00189469,21.86137936,22.20888602
GNB,2017,1,28.8,4,0,1,5,1,49.15780779,46.34835901,46.78812527
GNQ,2017,1,22,3,0,0,5,1,2.315463397,2.332239209,1.888390876
KEN,2017,0,22.5,4,1,2,4,4,20.89363741,20.03451643,19.46961478
LBR,2017,2,31.3,1,1,0,2,2,35.94261592,35.91871351,34.40375446
LSO,2017,1,33.2,1,0,0,2,4,4.964821378,5.71207766,3.781795521
MDG,2017,2,43.4,5,3,1,2,3,24.55013777,25.13345436,25.74335433
MLI,2017,1,27.7,2,1,1,1,3,37.43243963,37.403703,37.72325687
MOZ,2017,1,40,1,0,0,7,4,25.04368115,22.85457446,22.9161876
MRT,2017,0,25.5,5,1,2,2,2,22.71874791,21.739169,20.62974539
MWI,2017,1,39.1,3,0,0,6,4,22.92623863,25.92704341,27.48122386
NAM,2017,2,20.1,2,0,0,8,5,7.676156215,6.720117635,6.650426796
NER,2017,0,47,0,0,1,4,4,35.81687722,35.26295821,32.41699527
NGA,2017,1,36.5,0,1,1,3,4,20.84657143,20.98310971,20.63189348
RWA,2017,0,35.1,3,2,1,2,2,26.34544257,25.16605039,23.9937393
SEN,2017,1,18.7,5,1,2,3,1,14.98203382,14.41402039,14.28257673
SLE,2017,1,30.6,5,2,0,3,3,60.6110904,58.20874133,58.6518937
SOM,2017,0,28.8,7,0,1,4,7,NA,NA,NA
STP,2017,0,13.8,3,0,0,3,3,10.87890247,11.39767885,11.94616949
SWZ,2017,0,24.7,2,1,0,2,6,8.427761974,8.959862917,9.354311403
SYC,2017,0,7.8,6,1,0,5,10,1.876054771,2.010871146,2.045977369
TCD,2017,2,36.4,1,0,1,4,5,48.61308641,46.12580311,50.3955823
TGO,2017,1,25.2,3,1,0,3,2,20.63860852,20.75798341,24.37400299
TZA,2017,0,34.2,4,2,1,2,4,28.74208607,27.44414257,26.74588573
UGA,2017,0,29.3,2,1,3,4,4,23.45883538,22.66032279,23.53781298
ZMB,2017,2,35,1,0,0,4,4,4.024271194,6.22847199,4.980836564
ZWE,2017,2,24.9,0,1,0,4,3,8.340968872,7.873985821,8.284246903
AGO,2018,1,36.8,7,1,1,2,6,8.607741762,10.01699591,9.831168609
BDI,2018,3,56.8,1,0,1,3,1,29.01190049,28.54664701,31.54433409
BEN,2018,1,32.4,0,2,0,2,3,28.06477391,28.48901653,27.7536355
BFA,2018,1,26.7,0,1,2,1,4,20.99747328,20.58558722,21.71471783
BWA,2018,1,23.5,3,2,2,2,5,2.055350722,1.843897077,1.97587615
CAF,2018,0,41,1,0,0,3,4,31.24133151,32.79017123,31.91899149
CIV,2018,0,20.6,2,1,0,4,5,20.54857036,18.73748665,19.74037037
CMR,2018,1,28.9,1,0,1,2,3,16.4988007,16.69294182,17.19266239
COD,2018,3,41.5,1,3,1,1,4,19.05648456,19.7026975,18.59975364
COG,2018,1,19.6,3,2,1,1,4,6.909114704,7.424713125,7.00769254
COM,2018,2,24.9,2,2,2,4,3,33.72015306,31.89888687,31.36847203
ERI,2018,0,49.9,5,0,1,6,4,NA,NA,NA
ETH,2018,2,37.3,1,2,2,6,5,31.11192916,33.77928067,34.6988796
GAB,2018,2,15.1,0,2,2,2,7,5.435952803,5.265764844,4.97313691
GHA,2018,1,16.1,1,1,1,2,3,18.13655055,19.56170972,20.84429315
GIN,2018,1,30.9,3,1,2,4,6,22.32593095,20.52847253,17.58994666
GMB,2018,2,17.9,1,1,1,4,4,19.87159618,21.00189469,21.86137936
GNB,2018,1,28.7,1,1,0,4,5,30.72370337,49.15780779,46.34835901
GNQ,2018,0,21.2,1,1,0,3,5,2.257979677,2.315463397,2.332239209
KEN,2018,3,21.5,0,0,1,4,4,20.31491042,20.89363741,20.03451643
LBR,2018,1,30.3,3,2,1,1,2,35.49669991,35.94261592,35.91871351
LSO,2018,2,32.9,1,1,0,1,2,4.32156306,4.964821378,5.71207766
MDG,2018,3,42.4,2,2,3,5,2,23.9733833,24.55013777,25.13345436
MLI,2018,1,27,1,1,1,2,1,37.61244316,37.43243963,37.403703
MOZ,2018,1,39.2,2,1,0,1,7,24.56767288,25.04368115,22.85457446
MRT,2018,1,25.1,0,0,1,5,2,23.33066332,22.71874791,21.739169
MWI,2018,0,38.5,3,1,0,3,6,21.62943584,22.92623863,25.92704341
NAM,2018,1,19.5,7,2,0,2,8,7.768297709,7.676156215,6.720117635
NER,2018,1,46.9,2,0,0,0,4,37.66166253,35.81687722,35.26295821
NGA,2018,1,36.1,0,1,1,0,3,21.20377372,20.84657143,20.98310971
RWA,2018,2,34.3,1,0,2,3,2,24.61496878,26.34544257,25.16605039
SEN,2018,1,18.3,1,1,1,5,3,14.98751956,14.98203382,14.41402039
SLE,2018,1,28.8,2,1,2,5,3,58.93440965,60.6110904,58.20874133
SOM,2018,2,28.3,3,0,0,7,4,NA,NA,NA
STP,2018,3,13.1,5,0,0,3,3,11.11538307,10.87890247,11.39767885
SWZ,2018,0,24.1,1,0,1,2,2,8.521013558,8.427761974,8.959862917
SYC,2018,0,7.6,4,0,1,6,5,2.032330115,1.876054771,2.010871146
TCD,2018,1,36,3,2,0,1,4,45.09623634,48.61308641,46.12580311
TGO,2018,1,24.8,1,1,1,3,3,20.44048838,20.63860852,20.75798341
TZA,2018,3,33.6,1,0,2,4,2,27.86859954,28.74208607,27.44414257
UGA,2018,2,28.8,1,0,1,2,4,23.25029354,23.45883538,22.66032279
ZMB,2018,1,33.8,4,2,0,1,4,3.341123992,4.024271194,6.22847199
ZWE,2018,1,24.2,3,2,1,0,4,10.52095504,8.340968872,7.873985821
AGO,2019,0,37.4,8,1,1,7,2,6.660703804,8.607741762,10.01699591
BDI,2019,3,57.2,0,3,0,1,3,28.89755838,29.01190049,28.54664701
BEN,2019,1,31.9,2,1,2,0,2,26.87580163,28.06477391,28.48901653
BFA,2019,2,26.1,2,1,1,0,1,18.37610291,20.99747328,20.58558722
BWA,2019,0,23.2,6,1,2,3,2,2.10151927,2.055350722,1.843897077
CAF,2019,1,40.5,2,0,0,1,3,31.49073746,31.24133151,32.79017123
CIV,2019,0,19.1,3,0,1,2,4,20.67122108,20.54857036,18.73748665
CMR,2019,2,28.1,4,1,0,1,2,16.80228356,16.4988007,16.69294182
COD,2019,2,41.2,4,3,3,1,1,19.96523354,19.05648456,19.7026975
COG,2019,2,18.8,5,1,2,3,1,7.625380487,6.909114704,7.424713125
COM,2019,2,23.7,6,2,2,2,4,35.69356938,33.72015306,31.89888687
ERI,2019,1,49.5,3,0,0,5,6,NA,NA,NA
ETH,2019,3,36.3,4,2,2,1,6,33.521072,31.11192916,33.77928067
GAB,2019,2,14.8,9,2,2,0,2,5.55443087,5.435952803,5.265764844
GHA,2019,2,15.1,2,1,1,1,2,17.32323,18.13655055,19.56170972
GIN,2019,2,30.2,4,1,1,3,4,24.18860166,22.32593095,20.52847253
GMB,2019,1,16.9,2,2,1,1,4,20.01595623,19.87159618,21.00189469
GNB,2019,1,28.4,2,1,1,1,4,30.39657945,30.72370337,49.15780779
GNQ,2019,0,20.5,7,0,1,1,3,2.430417558,2.257979677,2.315463397
KEN,2019,3,20.4,5,3,0,0,4,21.16950318,20.31491042,20.89363741
LBR,2019,0,28.8,3,1,2,3,1,36.43715132,35.49669991,35.94261592
LSO,2019,1,32.4,5,2,1,1,1,4.731201111,4.32156306,4.964821378
MDG,2019,0,41.3,7,3,2,2,5,22.95625201,23.9733833,24.55013777
MLI,2019,1,26.3,2,1,1,1,2,37.30779732,37.61244316,37.43243963
MOZ,2019,1,38.4,4,1,1,2,1,24.21143333,24.56767288,25.04368115
MRT,2019,0,24.7,3,1,0,0,5,21.67694751,23.33066332,22.71874791
MWI,2019,2,37.8,2,0,1,3,3,23.00254031,21.62943584,22.92623863
NAM,2019,0,18.9,9,1,2,7,2,7.110486977,7.768297709,7.676156215
NER,2019,1,46.8,3,1,0,2,0,36.91488244,37.66166253,35.81687722
NGA,2019,3,35.7,3,1,1,0,0,21.90629593,21.20377372,20.84657143
RWA,2019,0,33.4,1,2,0,1,3,23.5436567,24.61496878,26.34544257
SEN,2019,1,17.8,4,1,1,1,5,14.98648114,14.98751956,14.98203382
SLE,2019,2,27.7,5,1,1,2,5,58.15447245,58.93440965,60.6110904
SOM,2019,3,27.9,8,2,0,3,7,NA,NA,NA
STP,2019,1,12.4,4,3,0,5,3,12.28981199,11.11538307,10.87890247
SWZ,2019,1,23.3,4,0,0,1,2,8.542649141,8.521013558,8.427761974
SYC,2019,1,7.5,6,0,0,4,6,2.240600014,2.032330115,1.876054771
TCD,2019,1,35.5,1,1,2,3,1,42.59444912,45.09623634,48.61308641
TGO,2019,1,24.3,3,1,1,1,3,19.75520676,20.44048838,20.63860852
TZA,2019,2,32.8,2,3,0,1,4,26.54641517,27.86859954,28.74208607
UGA,2019,1,28.4,4,2,0,1,2,22.94550881,23.25029354,23.45883538
ZMB,2019,0,32.9,5,1,2,4,1,2.860774937,3.341123992,4.024271194
ZWE,2019,0,23.5,4,1,2,3,0,10.14365709,10.52095504,8.340968872
AGO,2020,0,37.7,6,0,1,8,7,9.492693242,6.660703804,8.607741762
BDI,2020,2,57.6,0,3,3,0,1,28.45453163,28.89755838,29.01190049
BEN,2020,1,31.3,2,1,1,2,0,27.10917504,26.87580163,28.06477391
BFA,2020,2,25.5,3,2,1,2,0,18.39807893,18.37610291,20.99747328
BWA,2020,4,22.8,0,0,1,6,3,2.112227938,2.10151927,2.055350722
CAF,2020,1,40.1,2,1,0,2,1,32.14426478,31.49073746,31.24133151
CIV,2020,0,17.8,3,0,0,3,2,21.38539185,20.67122108,20.54857036
CMR,2020,1,27.2,4,2,1,4,1,17.38179045,16.80228356,16.4988007
COD,2020,0,40.8,4,2,3,4,1,20.88341888,19.96523354,19.05648456
COG,2020,1,18,7,2,1,5,3,9.554596905,7.625380487,6.909114704
COM,2020,1,22.6,5,2,2,6,2,36.70083134,35.69356938,33.72015306
ERI,2020,1,49.1,2,1,0,3,5,NA,NA,NA
ETH,2020,2,35.3,3,3,2,4,1,35.45140633,33.521072,31.11192916
GAB,2020,2,14.4,7,2,2,9,0,6.65899336,5.55443087,5.435952803
GHA,2020,0,14.2,3,2,1,2,1,19.25487442,17.32323,18.13655055
GIN,2020,1,29.4,3,2,1,4,3,23.66724233,24.18860166,22.32593095
GMB,2020,3,16.1,6,1,2,2,1,20.55379517,20.01595623,19.87159618
GNB,2020,3,28,5,1,1,2,1,30.86324475,30.39657945,30.72370337
GNQ,2020,1,19.7,6,0,0,7,1,2.994847574,2.430417558,2.257979677
KEN,2020,2,19.4,1,3,3,5,0,23.04756667,21.16950318,20.31491042
LBR,2020,0,28,3,0,1,3,3,38.98467313,36.43715132,35.49669991
LSO,2020,0,32.1,1,1,2,5,1,6.263557347,4.731201111,4.32156306
MDG,2020,1,40.2,2,0,3,7,2,25.12129502,22.95625201,23.9733833
MLI,2020,1,25.7,2,1,1,2,1,36.18804497,37.30779732,37.61244316
MOZ,2020,1,37.8,2,1,1,4,2,25.57742107,24.21143333,24.56767288
MRT,2020,1,24.2,3,0,1,3,0,20.18792117,21.67694751,23.33066332
MWI,2020,1,37,1,2,0,2,3,22.65520608,23.00254031,21.62943584
NAM,2020,1,18.4,1,0,1,9,7,9.151546947,7.110486977,7.768297709
NER,2020,1,46.7,3,1,1,3,2,38.38472532,36.91488244,37.66166253
NGA,2020,2,35.3,3,3,1,3,0,24.14330587,21.90629593,21.20377372
RWA,2020,2,32.6,1,0,2,1,1,26.2519547,23.5436567,24.61496878
SEN,2020,2,17.2,4,1,1,4,1,17.0256912,14.98648114,14.98751956
SLE,2020,0,26.8,3,2,1,5,2,59.48739589,58.15447245,58.93440965
SOM,2020,1,27.4,7,3,2,8,3,NA,NA,NA
STP,2020,0,11.8,3,1,3,4,5,13.991797,12.28981199,11.11538307
SWZ,2020,0,22.6,0,1,0,4,1,8.389103567,8.542649141,8.521013558
SYC,2020,0,7.4,5,1,0,6,4,1.886994746,2.240600014,2.032330115
TCD,2020,1,35,2,1,1,1,3,46.34120702,42.59444912,45.09623634
TGO,2020,2,23.8,4,1,1,3,1,18.77664831,19.75520676,20.44048838
TZA,2020,3,32,1,2,3,2,1,26.73711127,26.54641517,27.86859954
UGA,2020,3,27.9,0,1,2,4,1,23.92903372,22.94550881,23.25029354
ZMB,2020,2,32.3,0,0,1,5,4,2.977086346,2.860774937,3.341123992
ZWE,2020,3,23,0,0,1,4,3,7.607100619,10.14365709,10.52095504
